,Address,Property Type, Price ,Beds,Bath, Square Feet ,Brokerages,Borough,Zipcode,Neighborhood,Neighborhood Safety Rating,Longitude,Latitude,Down Payment,Mortgage Rate,Years,Loan Amount,Loan Payment per month,Property Tax Per Month,Homeowner Insurance, Utility ,Total Payments,Reccomended Occupancy,Maximum Occupancy,Perception
2328,"32-30 93rd St Unit A7East Elmhurst, NY 11369",Co-op ,"$189,999.00 ",1,1,"2,184", Exp Realty,Queens,11369,West Queens,C,-73.8755,40.7586799,"$37,999.80 ",6.75%,30,"$151,999.20 ",$985.86 ,$192.93 ,$39.58 ,$375 ,"$1,593.38 ",2,18,
2332,"765 E 224th StBronx, NY 10466",House ,"$399,888.00 ",3,4,"1,613", Re/Max Elite,Bronx,10466,Northeast Bronx,C,-73.8585038,40.8865894,"$79,977.60 ",6.75%,30,"$319,910.40 ","$2,074.93 ",$406.07 ,$83.31 ,$600 ,"$3,164.31 ",6,7,
2333,"251 Wilson AveStaten Island, NY 10308",Pending,"$1,199,900.00 ",4,4,"2,393", CENTURY 21 Zaloom Realty,Staten Island,10308,South Shore,A,-74.160225,40.5477774,"$239,980.00 ",6.75%,30,"$959,920.00 ","$6,226.02 ","$1,218.44 ",$249.98 ,$550 ,"$8,244.44 ",8,10,
2334,"52 Convent Ave Unit 1CManhattan, NY 10027",Condo ,"$1,395,000.00 ",3,4,"2,472", COMPASS,Manhattan,10027,Central Harlem,C,-73.9533178,40.8150812,"$279,000.00 ",6.75%,30,"$1,116,000.00 ","$7,238.35 ","$1,416.55 ",$290.63 ,$600 ,"$9,545.53 ",6,10,
2335,"163 Whitman DrBrooklyn, NY 11234",House ,"$2,759,000.00 ",6,6,"2,184", TREE OF LIFE REALTY & MANAGEMENT LLC,Brooklyn,11234,Canarsie,B,-73.9025693,40.6093711,"$551,800.00 ",6.75%,30,"$2,207,200.00 ","$14,315.86 ","$2,801.63 ",$574.79 ,"$1,000 ","$18,692.28 ",12,7,
2336,"303 W 113th St Unit 2Manhattan, NY 10026",Condo ,"$2,995,000.00 ",4,3,"2,135", Brown Harris Stevens,Manhattan,10026,Central Harlem,C,-73.957154,40.802892,"$599,000.00 ",6.75%,30,"$2,396,000.00 ","$15,540.41 ","$3,041.27 ",$623.96 ,"$1,000 ","$20,205.64 ",8,11,
2337,"102-10 66th Rd Unit 14AForest Hills, NY 11375",Co-op ,"$399,000.00 ",1,1,"2,184", Brown Harris Stevens W Hampton,Queens,11375,West Central Queens,B,-73.8513251,40.7282586,"$79,800.00 ",6.75%,30,"$319,200.00 ","$2,070.33 ",$405.16 ,$83.13 ,$600 ,"$3,158.61 ",2,18,
2338,"31 Grove StNew York, NY 10014",Multi-family home ,"$16,995,000.00 ",5,4,"4,230", Douglas Elliman  ,Manhattan,10014,Soho,A,-74.0048853,40.7328257,"$3,399,000.00 ",6.75%,30,"$13,596,000.00 ","$88,183.40 ","$17,257.57 ","$3,540.63 ",$600 ,"$109,581.59 ",10,18,
2339,"860 W 181st St Apt 56New York, NY 10033",Co-op ,"$650,000.00 ",2,1,"1,060", Corcoran,Manhattan,10033,Washington Heights,C,-73.9408472,40.8511616,"$130,000.00 ",6.75%,30,"$520,000.00 ","$3,372.71 ",$660.04 ,$135.42 ,$600 ,"$4,768.17 ",4,9,
2340,"2634 National DrBrooklyn, NY 11234",House ,"$2,599,000.00 ",4,3,"3,510", TALK OF THE TOWN REALTY C,Brooklyn,11234,Canarsie,B,-73.9020181,40.6063914,"$519,800.00 ",6.75%,30,"$2,079,200.00 ","$13,485.65 ","$2,639.15 ",$541.46 ,"$1,000 ","$17,666.26 ",8,18,
2341,"449 Classon AveBrooklyn, NY 11238",Townhouse ,"$1,195,000.00 ",4,2,"2,625", COMPASS,Brooklyn,11238,Central Brooklyn,C,-73.959061,40.685396,"$239,000.00 ",6.75%,30,"$956,000.00 ","$6,200.60 ","$1,213.46 ",$248.96 ,$600 ,"$8,263.02 ",8,16,
2342,"340 86th StBrooklyn, NY 11209",House ,"$1,288,000.00 ",3,2,"1,188"," BEN BAY REALTY CO OF BAY RIDGE, LLC",Brooklyn,11209,Southwest Brooklyn,B,-74.0298947,40.6229377,"$257,600.00 ",6.75%,30,"$1,030,400.00 ","$6,683.15 ","$1,307.90 ",$268.33 ,$600 ,"$8,859.39 ",6,7,
2343,"79 Bridge St Apt 5CBrooklyn, NY 11201",Condo ,"$2,099,000.00 ",2,2,"1,447", Corcoran,Brooklyn,11201,Northwest Brooklyn,A,-73.9844236,40.7019045,"$419,800.00 ",6.75%,30,"$1,679,200.00 ","$10,891.26 ","$2,131.43 ",$437.29 ,$550 ,"$14,009.98 ",4,9,
2344,"236 45th StBrooklyn, NY 11220",Multi-family home ,"$1,275,000.00 ",5,3,"1,920", Keller Williams,Brooklyn,11220,Sunset Park,B,-74.0131317,40.6512263,"$255,000.00 ",6.75%,30,"$1,020,000.00 ","$6,615.70 ","$1,294.70 ",$265.63 ,$600 ,"$8,776.02 ",10,10,
2345,"726 Metropolitan Ave Unit 6Brooklyn, NY 11211",Multi-family home ,"$1,999,999.00 ",12,6,"2,184", New York Realty Minimax,Brooklyn,11211,Green Point,,-73.9448148,40.7142948,"$399,999.80 ",6.75%,30,"$1,599,999.20 ","$10,377.56 ","$2,030.90 ",$416.67 ,$160 ,"$12,985.13 ",24,7,
2347,"141 E 63rd StManhattan, NY 10065",Townhouse ,"$10,750,000.00 ",8,2.5,"7,327", COMPASS,Manhattan,10065,Upper East Side,A,-73.965815,40.764757,"$2,150,000.00 ",6.75%,30,"$8,600,000.00 ","$55,779.44 ","$10,916.09 ","$2,239.58 ","$1,700 ","$70,635.11 ",16,41,
2348,"165 E 60th St Apt 5CManhattan, NY 10022",Co-op ,"$650,000.00 ",1,1,"2,184", COMPASS,Manhattan,10022,Gramercy Park,A,-73.9667017,40.762566,"$130,000.00 ",6.75%,30,"$520,000.00 ","$3,372.71 ",$660.04 ,$135.42 ,$550 ,"$4,718.17 ",2,18,
2349,"61 E 82nd St Apt 1ANew York, NY 10028",Co-op ,"$4,800,000.00 ",3,4,"3,475", Sotheby's International Realty ,Manhattan,10028,Upper East Side,A,-73.9598269,40.778129,"$960,000.00 ",6.75%,30,"$3,840,000.00 ","$24,906.17 ","$4,874.16 ","$1,000.00 ",$600 ,"$31,380.33 ",6,14,
2350,"51 E 126th StNew York, NY 10035",Multi-family home ,"$1,279,900.00 ",3,2.5,"3,812", Douglas Elliman ,Manhattan,10035,East Harlem,D,-73.9393116,40.8062253,"$255,980.00 ",6.75%,30,"$1,023,920.00 ","$6,641.13 ","$1,299.67 ",$266.65 ,$600 ,"$8,807.45 ",6,21,
2351,"214-03 16 AveBayside, NY 11360",Multi-family home ,"$1,680,000.00 ",7,4,"3,780", RE MAX,Queens,11360,North Queens,B,-73.778612,40.785705,"$336,000.00 ",6.75%,30,"$1,344,000.00 ","$8,717.16 ","$1,705.96 ",$350.00 ,$600 ,"$11,373.11 ",14,16,
2352,"68-09 138th St Unit 2BFlushing, NY 11367",Co-op ,"$299,000.00 ",1,1,850, Chous Realty Group Inc,Queens,11367,Central Queens,B,-73.8284665,40.7313319,"$59,800.00 ",6.75%,30,"$239,200.00 ","$1,551.45 ",$303.62 ,$62.29 ,$375 ,"$2,292.36 ",2,7,
2353,"120 Central Park S Apt 3GNew York, NY 10019",Co-op ,"$845,000.00 ",1,1,"2,184", Sotheby's International Realty ,Manhattan,10019,Chelsea,A,-73.9773407,40.7659315,"$169,000.00 ",6.75%,30,"$676,000.00 ","$4,384.52 ",$858.06 ,$176.04 ,$205 ,"$5,623.62 ",2,18,
2354,"233 E 70th St Apt 6RNew York, NY 10021",Co-op ,"$415,000.00 ",3,1,"2,184", Corcoran,Manhattan,10021,Upper East Side,A,-73.9594251,40.7678195,"$83,000.00 ",6.75%,30,"$332,000.00 ","$2,153.35 ",$421.41 ,$86.46 ,$600 ,"$3,261.22 ",6,18,
2355,"27110 Grand Central Pkwy Apt 5LFloral Park, NY 11005",Co-op ,"$449,000.00 ",1,2,"1,213", Charles H. Greenthal Property,Queens,11005,Southwest Queens,B,-73.7212008,40.7564761,"$89,800.00 ",6.75%,30,"$359,200.00 ","$2,329.76 ",$455.94 ,$93.54 ,$600 ,"$3,479.24 ",2,8,
2356,"365 Bridge St Apt 8JBrooklyn, NY 11201",Condo ,"$1,250,000.00 ",3,2,"1,287", COMPASS,Brooklyn,11201,Northwest Brooklyn,A,-73.9849373,40.6925905,"$250,000.00 ",6.75%,30,"$1,000,000.00 ","$6,485.98 ","$1,269.31 ",$260.42 ,$205 ,"$8,220.71 ",6,8,
2357,"425 Pacific StBrooklyn, NY 11217",Townhouse ,"$4,395,000.00 ",5,4,"2,184", Corcoran,Brooklyn,11217,Northwest Brooklyn,A,-73.9839494,40.6859683,"$879,000.00 ",6.75%,30,"$3,516,000.00 ","$22,804.71 ","$4,462.90 ",$915.63 ,$375 ,"$28,558.24 ",10,9,
2358,"35-51 85th St Unit 6FQueens, NY 11372",Co-op ,"$315,000.00 ",1,1,"2,184", COMPASS,Queens,11372,West Queens,C,-73.8811907,40.7507495,"$63,000.00 ",6.75%,30,"$252,000.00 ","$1,634.47 ",$319.87 ,$65.63 ,$600 ,"$2,619.96 ",2,18,
2359,"7901 4th Ave Apt E22Brooklyn, NY 11209",Co-op ,"$499,000.00 ",2,1,900, COMPASS,Brooklyn,11209,Southwest Brooklyn,B,-74.0262024,40.6273371,"$99,800.00 ",6.75%,30,"$399,200.00 ","$2,589.20 ",$506.71 ,$103.96 ,$205 ,"$3,404.87 ",4,8,
2360,"752 Correll AveStaten Island, NY 10309",House ,"$699,000.00 ",3,2,"1,700"," Dawning Real Estate, Inc.",Staten Island,10309,South Shore,A,-74.218133,40.545028,"$139,800.00 ",6.75%,30,"$559,200.00 ","$3,626.96 ",$709.80 ,$145.63 ,$205 ,"$4,687.39 ",6,11,
2361,"762 Empire Blvd Apt 4DBrooklyn, NY 11213",Condo ,"$625,000.00 ",4,2,"1,268", THE BOX ADVISORY LLC,Brooklyn,11213,Central Brooklyn,C,-73.936924,40.6634769,"$125,000.00 ",6.75%,30,"$500,000.00 ","$3,242.99 ",$634.66 ,$130.21 ,$600 ,"$4,607.86 ",8,8,
2362,"31-10 95th StEast Elmhurst, NY 11369",House ,"$749,000.00 ",3,2,"2,184", City Realty Group,Queens,11369,West Queens,C,-73.8739584,40.7602045,"$149,800.00 ",6.75%,30,"$599,200.00 ","$3,886.40 ",$760.57 ,$156.04 ,$600 ,"$5,403.01 ",6,14,
2363,"154 E 22nd StBrooklyn, NY 11226",Multi-family home ,"$949,000.00 ",4,2,"1,600", American Homes Group,Brooklyn,11226,Flatbush,C,-73.9569371,40.6452346,"$189,800.00 ",6.75%,30,"$759,200.00 ","$4,924.16 ",$963.66 ,$197.71 ,"$1,400 ","$7,485.53 ",8,10,
2364,"349 6th Ave Apt 2Brooklyn, NY 11215",Co-op ,"$1,495,000.00 ",3,1,"2,184", COMPASS,Brooklyn,11215,Northwest Brooklyn,A,-73.981349,40.670754,"$299,000.00 ",6.75%,30,"$1,196,000.00 ","$7,757.23 ","$1,518.10 ",$311.46 ,$600 ,"$10,186.79 ",6,18,
2365,"438 W 162nd St Unit TownhouseManhattan, NY 10032",Townhouse ,"$2,395,000.00 ",6,4,"3,972", Brown Harris Stevens,Manhattan,10032,Washington Heights,C,-73.9390016,40.8351954,"$479,000.00 ",6.75%,30,"$1,916,000.00 ","$12,427.14 ","$2,432.00 ",$498.96 ,$600 ,"$15,958.10 ",12,17,
2367,"19 Park LnStaten Island, NY 10301",House ,"$1,250,000.00 ",3,4,"3,328", Momentum Real Estate Llc,Staten Island,10301,Stapleton,D,-74.0889182,40.619844,"$250,000.00 ",6.75%,30,"$1,000,000.00 ","$6,485.98 ","$1,269.31 ",$260.42 ,$375 ,"$8,390.71 ",6,14,
2369,"278 Decatur StStuyvesant Heights, NY 11233",Multi-family home ,"$3,165,000.00 ",9,5,"2,184", Stuyvesant Heights Realty Corp,Brooklyn,11233,Central Brooklyn,C,-73.9323311,40.6813796,"$633,000.00 ",6.75%,30,"$2,532,000.00 ","$16,422.50 ","$3,213.90 ",$659.38 ,"$1,400 ","$21,695.78 ",18,8,
2370,"2750 Johnson Ave Apt 5CBronx, NY 10463",Co-op ,"$205,000.00 ",1,1,"2,184", Brown Harris Stevens,Bronx,10463,Riverdale,A,-73.91173,40.8801731,"$41,000.00 ",6.75%,30,"$164,000.00 ","$1,063.70 ",$208.17 ,$42.71 ,$205 ,"$1,519.58 ",2,18,
2371,"22-19 33rd St Unit 1BLong Island City, NY 11105",Condo ,"$1,198,000.00 ",1,2,"2,184", Amorelli Realty LLC,Queens,11105,Northwest Queens,B,-73.9098235,40.7749092,"$239,600.00 ",6.75%,30,"$958,400.00 ","$6,216.16 ","$1,216.51 ",$249.58 ,$205 ,"$7,887.26 ",2,14,
2372,"181 Hastings StBrooklyn, NY 11235",House ,"$2,199,000.00 ",3,3,"3,454", Exp Realty,Brooklyn,11235,South Brooklyn,C,-73.9442713,40.5782802,"$439,800.00 ",6.75%,30,"$1,759,200.00 ","$11,410.14 ","$2,232.97 ",$458.13 ,$160 ,"$14,261.24 ",6,17,
2373,"144 Franklin St Unit 3FManhattan, NY 10013",Co-op ,"$5,495,000.00 ",3,2,"3,000", COMPASS,Manhattan,10013,Soho,A,-74.0075316,40.7193802,"$1,099,000.00 ",6.75%,30,"$4,396,000.00 ","$28,512.37 ","$5,579.90 ","$1,144.79 ",$600 ,"$35,837.06 ",6,19,
2374,"55 E 65th St Apt 4BNew York, NY 10065",Co-op ,"$625,000.00 ",1,1,"2,184", Elegran Real Estate And Development,Manhattan,10065,Upper East Side,A,-73.9674377,40.7669715,"$125,000.00 ",6.75%,30,"$500,000.00 ","$3,242.99 ",$634.66 ,$130.21 ,$600 ,"$4,607.86 ",2,18,
2375,"768 Herkimer StBrooklyn, NY 11233",House ,"$1,449,999.00 ",3,2.5,"1,890", 5 Boro Realty Corp,Brooklyn,11233,Central Brooklyn,C,-73.928113,40.6783124,"$289,999.80 ",6.75%,30,"$1,159,999.20 ","$7,523.73 ","$1,472.40 ",$302.08 ,$205 ,"$9,503.22 ",6,11,
2376,"256-16 86th AveFloral Park, NY 11001",House ,"$1,399,000.00 ",5,4,"2,184", Cross Island Realty One Inc,Queens,11001,nan,,-73.7097434,40.7326463,"$279,800.00 ",6.75%,30,"$1,119,200.00 ","$7,259.11 ","$1,420.61 ",$291.46 ,$205 ,"$9,176.18 ",10,9,
2377,"230 Central Park W Apt 6HNew York, NY 10024",Co-op ,"$525,000.00 ",3,1,322, Douglas Elliman ,Manhattan,10024,Upper East Side,A,-73.9709274,40.7836703,"$105,000.00 ",6.75%,30,"$420,000.00 ","$2,724.11 ",$533.11 ,$109.38 ,$600 ,"$3,966.60 ",6,3,
2378,"22 E 78th StManhattan, NY 10075",Townhouse ,"$12,000,000.00 ",4,2.5,"5,500", COMPASS,Manhattan,10075,Upper East Side,A,-73.9632303,40.7756853,"$2,400,000.00 ",6.75%,30,"$9,600,000.00 ","$62,265.42 ","$12,185.40 ","$2,500.00 ",$600 ,"$77,550.82 ",8,31,
2379,"74 89th StBrooklyn, NY 11209",House ,"$1,299,000.00 ",3,2,"1,700", RE MAX,Brooklyn,11209,Southwest Brooklyn,B,-74.038316,40.622512,"$259,800.00 ",6.75%,30,"$1,039,200.00 ","$6,740.23 ","$1,319.07 ",$270.63 ,$600 ,"$8,929.93 ",6,11,
2380,"37-21 80 St Unit 6TJackson Heights, NY 11372",Co-op ,"$269,000.00 ",1,1,"2,184", Private Homes Realty LLC,Queens,11372,West Queens,C,-73.8859424,40.7490728,"$53,800.00 ",6.75%,30,"$215,200.00 ","$1,395.78 ",$273.16 ,$56.04 ,$375 ,"$2,099.98 ",2,18,
2381,"152 E 83rd St Apt 3DManhattan, NY 10028",Co-op ,"$450,000.00 ",1,1,"2,184", COMPASS,Manhattan,10028,Upper East Side,A,-73.956552,40.777093,"$90,000.00 ",6.75%,30,"$360,000.00 ","$2,334.95 ",$456.95 ,$93.75 ,"$1,400 ","$4,285.66 ",2,18,
2382,"243 Deems AveStaten Island, NY 10314",Multi-family home ,"$899,999.00 ",4,2,"2,194", Spiegel Realty LLC,Staten Island,10314,Mid Island,B,-74.1320669,40.6172199,"$179,999.80 ",6.75%,30,"$719,999.20 ","$4,669.90 ",$913.90 ,$187.50 ,$600 ,"$6,371.30 ",8,14,
2383,"1336 Dean StBrooklyn, NY 11216",House ,"$925,000.00 ",2,2,"1,077", 5 Boro Realty Corp,Brooklyn,11216,Central Brooklyn,C,-73.9446731,40.6764806,"$185,000.00 ",6.75%,30,"$740,000.00 ","$4,799.63 ",$939.29 ,$192.71 ,$160 ,"$6,091.63 ",4,7,
2384,"680 81st St Apt 3DBrooklyn, NY 11228",Co-op ,"$279,000.00 ",1,1,600, Dreamlife Realty New York Llc,Brooklyn,11228,Southwest Brooklyn,B,-74.0200513,40.6220567,"$55,800.00 ",6.75%,30,"$223,200.00 ","$1,447.67 ",$283.31 ,$58.13 ,$205 ,"$1,994.11 ",2,5,
2385,"230 Riverside Dr Apt 8ANew York, NY 10025",Condo ,"$1,795,000.00 ",2,2,"2,184", Corcoran,Manhattan,10025,Upper East Side,A,-73.9753123,40.7954592,"$359,000.00 ",6.75%,30,"$1,436,000.00 ","$9,313.87 ","$1,822.73 ",$373.96 ,$205 ,"$11,715.56 ",4,14,
2386,"60 Gramercy Park N Apt 2HManhattan, NY 10010",Pending,"$1,250,000.00 ",2,2,"2,184", Brown Harris Stevens ,Manhattan,10010,Gramercy Park,A,-73.9863188,40.7385938,"$250,000.00 ",6.75%,30,"$1,000,000.00 ","$6,485.98 ","$1,269.31 ",$260.42 ,$600 ,"$8,615.71 ",4,14,
2387,"4711 8th Ave Apt 2BBrooklyn, NY 11220",Condo ,"$560,000.00 ",3,1,622, RE MAX,Brooklyn,11220,Sunset Park,B,-74.002033,40.6423834,"$112,000.00 ",6.75%,30,"$448,000.00 ","$2,905.72 ",$568.65 ,$116.67 ,$375 ,"$3,966.04 ",6,5,
2388,"423 Beach 126th StBelle Harbor, NY 11694",House ,"$999,000.00 ",3,2,"1,260", COMPASS,Queens,11694,Rockaway,C,-73.8470867,40.5792491,"$199,800.00 ",6.75%,30,"$799,200.00 ","$5,183.60 ","$1,014.43 ",$208.13 ,$600 ,"$7,006.16 ",6,8,
2389,"188-39 Ilion AveSaint Albans, NY 11412",Multi-family home ,"$1,188,000.00 ",6,2,"2,186", Mitra Hakimi Realty Group LLC,Queens,11412,Jamaica,D,-73.7671144,40.7021006,"$237,600.00 ",6.75%,30,"$950,400.00 ","$6,164.28 ","$1,206.35 ",$247.50 ,"$1,000 ","$8,618.13 ",12,14,
2390,"1611 Oriental BlvdBrooklyn, NY 11235",House ,"$948,888.00 ",3,1,950, Lombardo Homes & Estates,Brooklyn,11235,South Brooklyn,C,-73.938485,40.5786958,"$189,777.60 ",6.75%,30,"$759,110.40 ","$4,923.58 ",$963.55 ,$197.69 ,$205 ,"$6,289.81 ",6,8,
2391,"1370 Bushwick Ave Apt 2ABrooklyn, NY 11207",Condo ,"$735,000.00 ",2,2,832," Rising Star Realty and Property Management, Inc.",Brooklyn,11207,East New York,F,-73.9107349,40.6850765,"$147,000.00 ",6.75%,30,"$588,000.00 ","$3,813.76 ",$746.36 ,$153.13 ,$600 ,"$5,313.24 ",4,5,
2392,"487 E 93rd St Unit 1Brooklyn, NY 11212",Multi-family home ,"$1,399,000.00 ",13,5,"2,184", Keller Williams ,Brooklyn,11212,Central Brooklyn,C,-73.9183469,40.6550656,"$279,800.00 ",6.75%,30,"$1,119,200.00 ","$7,259.11 ","$1,420.61 ",$291.46 ,$375 ,"$9,346.18 ",26,8,
2393,"900 5th Ave Apt 4BManhattan, NY 10021",Co-op ,"$3,600,000.00 ",3,4,"2,184", COMPASS,Manhattan,10021,Upper East Side,A,-73.967281,40.7719126,"$720,000.00 ",6.75%,30,"$2,880,000.00 ","$18,679.63 ","$3,655.62 ",$750.00 ,$600 ,"$23,685.25 ",6,9,
2394,"216 E 117th StManhattan, NY 10035",Multi-family home ,"$1,850,000.00 ",8,4,"5,000", COMPASS,Manhattan,10035,East Harlem,D,-73.9389098,40.7981001,"$370,000.00 ",6.75%,30,"$1,480,000.00 ","$9,599.25 ","$1,878.58 ",$385.42 ,$550 ,"$12,413.25 ",16,21,
2395,"340 W 19th St Apt 4New York, NY 10011",Co-op ,"$789,000.00 ",2,1,"2,184"," Realmart Realty, LLC",Manhattan,10011,Chelsea,A,-74.0015019,40.7432035,"$157,800.00 ",6.75%,30,"$631,200.00 ","$4,093.95 ",$801.19 ,$164.38 ,$600 ,"$5,659.52 ",4,18,
2396,"110-25 217 St Unit 11146-0021Queens Village, NY 11429",House ,"$569,000.00 ",3,1,"2,184", Ps 91 Real Estate,Queens,11429,Southwest Queens,B,-73.7400399,40.7079268,"$113,800.00 ",6.75%,30,"$455,200.00 ","$2,952.42 ",$577.79 ,$118.54 ,$600 ,"$4,248.75 ",6,18,
2397,"2 Cornelia St Apt 203Manhattan, NY 10014",Condo ,"$1,700,000.00 ",2,2,"1,135", COMPASS,Manhattan,10014,Soho,A,-74.0013914,40.7315509,"$340,000.00 ",6.75%,30,"$1,360,000.00 ","$8,820.93 ","$1,726.27 ",$354.17 ,$600 ,"$11,501.37 ",4,7,
2398,"10 Greene StNew York, NY 10013",Condo ,"$12,995,000.00 ",4,4,"4,155", Corcoran,Manhattan,10013,Soho,A,-74.0027289,40.7207039,"$2,599,000.00 ",6.75%,30,"$10,396,000.00 ","$67,428.26 ","$13,195.77 ","$2,707.29 ",$600 ,"$83,931.32 ",8,17,
2399,"552 W 141st St Apt 2DNew York, NY 10031",Co-op ,"$295,000.00 ",2,1,613, Real Broker Llc,Manhattan,10031,Washington Heights,C,-73.9515728,40.8233518,"$59,000.00 ",6.75%,30,"$236,000.00 ","$1,530.69 ",$299.56 ,$61.46 ,$600 ,"$2,491.71 ",4,5,
2400,"245 E 25th St Apt 8LNew York, NY 10010",Co-op ,"$625,000.00 ",1,1,650, IZSA ,Manhattan,10010,Gramercy Park,A,-73.9802307,40.7395218,"$125,000.00 ",6.75%,30,"$500,000.00 ","$3,242.99 ",$634.66 ,$130.21 ,$600 ,"$4,607.86 ",2,5,
2401,"30-38 29th St Unit 2BQueens, NY 11102",Condo ,"$399,000.00 ",3,1,391," Nest Seekers International, Tribeca",Queens,11102,Northwest Queens,B,-73.9239725,40.7668236,"$79,800.00 ",6.75%,30,"$319,200.00 ","$2,070.33 ",$405.16 ,$83.13 ,$205 ,"$2,763.61 ",6,3,
2402,"565 Broome St Apt N9ENew York, NY 10013",Condo ,"$5,700,000.00 ",3,4,"2,357", Douglas Elliman ,Manhattan,10013,Soho,A,-74.0056368,40.7242197,"$1,140,000.00 ",6.75%,30,"$4,560,000.00 ","$29,576.07 ","$5,788.07 ","$1,187.50 ",$600 ,"$37,151.64 ",6,10,
2403,"2805 E 28th St Apt 1BBrooklyn, NY 11235",Condo ,"$618,000.00 ",3,2,"2,184", PULLINI REALTY CORP.,Brooklyn,11235,South Brooklyn,C,-73.9407155,40.5846429,"$123,600.00 ",6.75%,30,"$494,400.00 ","$3,206.67 ",$627.55 ,$128.75 ,$375 ,"$4,337.97 ",6,14,
2404,"5621 Netherland Ave Apt 3CBronx, NY 10471",Co-op ,"$149,999.00 ",1,1,694, Morris Park Realty Group,Bronx,10471,Riverdale,A,-73.9065719,40.9049984,"$29,999.80 ",6.75%,30,"$119,999.20 ",$778.31 ,$152.32 ,$31.25 ,$600 ,"$1,561.88 ",2,6,
2405,"382 Central Park W Apt 14TNew York, NY 10025",Condo ,"$650,000.00 ",3,1,550, Corcoran,Manhattan,10025,Upper East Side,A,-73.9656011,40.7935585,"$130,000.00 ",6.75%,30,"$520,000.00 ","$3,372.71 ",$660.04 ,$135.42 ,$205 ,"$4,373.17 ",6,5,
2406,"63-12 136th StFlushing, NY 11367",Multi-family home ,"$1,990,000.00 ",5,2.5,"2,184", Chase Global Realty Corp,Queens,11367,Central Queens,B,-73.8305343,40.7398861,"$398,000.00 ",6.75%,30,"$1,592,000.00 ","$10,325.68 ","$2,020.75 ",$414.58 ,"$1,000 ","$13,761.01 ",10,12,
2407,"57 W 93rd St Apt 3GNew York, NY 10025",Co-op ,"$550,000.00 ",1,1,"2,184", Bond New York,Manhattan,10025,Upper East Side,A,-73.9681725,40.7908539,"$110,000.00 ",6.75%,30,"$440,000.00 ","$2,853.83 ",$558.50 ,$114.58 ,"$1,000 ","$4,526.91 ",2,18,
2408,"3015 Riverdale Ave Apt 6ANew York, NY 10463",Co-op ,"$279,000.00 ",1,1,"2,184"," Foxworth Realty, Inc.",Manhattan,10463,Riverdale,A,-73.9107494,40.8809305,"$55,800.00 ",6.75%,30,"$223,200.00 ","$1,447.67 ",$283.31 ,$58.13 ,$600 ,"$2,389.11 ",2,18,
2409,"88-11 Elmhurst Ave Unit A4Elmhurst, NY 11373",Co-op ,"$399,000.00 ",2,1,"1,090", E Realty International Corp,Queens,11373,West Queens,C,-73.8778899,40.7455899,"$79,800.00 ",6.75%,30,"$319,200.00 ","$2,070.33 ",$405.16 ,$83.13 ,$600 ,"$3,158.61 ",4,9,
2410,"16 Morgan AveBrooklyn, NY 11237",Townhouse ,"$2,495,000.00 ",3,2.5,"4,125", Modern Spaces,Brooklyn,11237,Williamsburg,B,-73.9310947,40.7043492,"$499,000.00 ",6.75%,30,"$1,996,000.00 ","$12,946.02 ","$2,533.55 ",$519.79 ,$160 ,"$16,159.36 ",6,23,
2411,"315 E 51st St Unit TownhouseManhattan, NY 10022",Townhouse ,"$3,695,000.00 ",10,8,"2,184", Brown Harris Stevens ,Manhattan,10022,Gramercy Park,A,-73.9673212,40.7553475,"$739,000.00 ",6.75%,30,"$2,956,000.00 ","$19,172.56 ","$3,752.09 ",$769.79 ,$205 ,"$23,899.44 ",20,5,
2412,"321 E 54th St Apt 3CNew York, NY 10022",Co-op ,"$299,000.00 ",3,1,394," Nest Seekers International, Southampton",Manhattan,10022,Gramercy Park,A,-73.9656764,40.7571764,"$59,800.00 ",6.75%,30,"$239,200.00 ","$1,551.45 ",$303.62 ,$62.29 ,"$1,400 ","$3,317.36 ",6,3,
2413,"50 Fort Pl Unit 2GStaten Island, NY 10301",Condo ,"$239,500.00 ",1,1,864," Tom Crimmins Realty, Ltd.",Staten Island,10301,Stapleton,D,-74.0802253,40.6414367,"$47,900.00 ",6.75%,30,"$191,600.00 ","$1,242.71 ",$243.20 ,$49.90 ,$600 ,"$2,135.81 ",2,7,
2414,"3512 Oxford Ave Apt 1BBronx, NY 10463",Co-op ,"$235,000.00 ",1,1,850, BESMATCH REAL ESTATE,Bronx,10463,Riverdale,A,-73.9088586,40.8858375,"$47,000.00 ",6.75%,30,"$188,000.00 ","$1,219.36 ",$238.63 ,$48.96 ,$600 ,"$2,106.95 ",2,7,
2415,"200 E 90th St Apt 20DNew York, NY 10128",House ,"$680,000.00 ",1,1,"2,184", Douglas Elliman ,Manhattan,10128,Upper East Side,A,-73.9519172,40.7810446,"$136,000.00 ",6.75%,30,"$544,000.00 ","$3,528.37 ",$690.51 ,$141.67 ,$600 ,"$4,960.55 ",2,18,
2416,"419 Britton AveStaten Island, NY 10304",House ,"$629,000.00 ",3,3,"1,280", CENTURY 21,Staten Island,10304,Stapleton,D,-74.0859469,40.6086959,"$125,800.00 ",6.75%,30,"$503,200.00 ","$3,263.75 ",$638.72 ,$131.04 ,$550 ,"$4,583.51 ",6,6,
